id;user_id;role
a9601170-81d1-4fe8-a60b-c740876b1f7e;c14a11a9-08cf-4a1a-9916-4e39e38cb262;elder
fefdc8ae-5bff-4390-9e1e-ff56cf633e28;72a7925c-04f6-4374-a5a9-7e00a726ae85;family
e3fd33e7-23a4-4eeb-82cb-8aab8e1750aa;132f52c7-48ac-4715-b9c0-cd10700592a8;admin
498989c3-8a03-4537-a3c0-0547ae3d3583;b80e90d8-c836-48a2-a7c7-877e177a3a1f;admin
ea6b1b28-2d5a-4711-9b1b-d470c790bc2f;812c6d8a-9a50-4000-ab05-f853b45aabe9;elder
b82cdad0-711e-4b37-b3f0-2207902fdf5e;c46b8bbb-2e80-4962-a344-bbcfbda64d0f;admin
